Key,Comment,en,en-GB,de,es,
P2P_TARGET_CONTEXTUAL_HELP_MSG,Message on target for contextual help,1. Download and install Synchronoss Mobile Content Transfer app on your old phone.\n\n2. Open Synchronoss Mobile Content Transfer app on your old phone and get the QRCode.\n\n3. Scan the QR code with this phone.,1. Download and install Synchronoss Mobile Content Transfer app on your old phone.\n\n2. Open Synchronoss Mobile Content Transfer app on your old phone and get the QRCode.\n\n3. Scan the QR code with this phone.,1. Download and install Synchronoss Mobile Content Transfer app on your old phone.\n\n2. Open Synchronoss Mobile Content Transfer app on your old phone and get the QRCode.\n\n3. Scan the QR code with this phone.,1. Download and install Synchronoss Mobile Content Transfer app on your old phone.\n\n2. Open Synchronoss Mobile Content Transfer app on your old phone and get the QRCode.\n\n3. Scan the QR code with this phone.,
P2P_TARGET_CANCEL_TRANSFER_TITLE,Title for cancel transfer alert view,Cancel Transfer,Cancel Transfer,Cancel Transfer,Cancel Transfer,
P2P_TARGET_CANCEL_TRANSFER_MSG,Message for cancel transfer alert view,Are you sure you want to cancel the transfer? You may have to select content  for transfer again. Content already transferred will not be duplicated.,Are you sure you want to cancel the transfer? You may have to select content  for transfer again. Content already transferred will not be duplicated.,Are you sure you want to cancel the transfer? You may have to select content  for transfer again. Content already transferred will not be duplicated.,Are you sure you want to cancel the transfer? You may have to select content  for transfer again. Content already transferred will not be duplicated.,
P2P_SOURCE_TRANSFER_CANCELLED_TITLE,Title for transfer cancelled alert view,Transfer Cancelled,Transfer Cancelled,Transfer Cancelled,Transfer Cancelled,
P2P_SOURCE_TRANSFER_CANCELLED_MSG,Message for transfer cancelled alert view,"Content already transferred will not be removed or duplicated. To restart transfer, you must restart the application on both phones.","Content already transferred will not be removed or duplicated. To restart transfer, you must restart the application on both phones.","Content already transferred will not be removed or duplicated. To restart transfer, you must restart the application on both phones.","Content already transferred will not be removed or duplicated. To restart transfer, you must restart the application on both phones.",
P2P_TARGET_MDN_SCREEN_TITLE,Title of MDN entry screen,Mobile Number Entry,Mobile Number Entry,Mobile Number Entry,Mobile Number Entry,
P2P_TARGET_MDN_SCREEN_LABEL,MDN entry screen label,Please enter your mobile phone number below:,Please enter your mobile phone number below:,Please enter your mobile phone number below:,Please enter your mobile phone number below:,
P2P_TARGET_MDN_SCREEN_PLACEHOLDER,MDN entry placeholder text,Mobile Number,Mobile Number,Mobile Number,Mobile Number,
P2P_TARGET_MDN_SCREEN_ERROR,MDN entry error text,Please enter a valid mobile telephone number.,Please enter a valid mobile telephone number.,Please enter a valid mobile telephone number.,Please enter a valid mobile telephone number.,
MCT_COMBINED_START_TRANSFER_LABEL,Start my transfer,Start my transfer,Start my transfer,Start my transfer,Start my transfer,
MCT_COMBINED_FROM_BUTTON_TITLE,From this phone,From this phone,From this phone,From this phone,From this phone,
MCT_COMBINED_TO_BUTTON_TITLE,To this phone,To this phone,To this phone,To this phone,To this phone,
P2P_TARGET_TRANSFER_TIMELAPSE_MONTHS_FORMAT,Picker message to choose nb months of content to transfer,Transfer Last %d Months of Content,Transfer Last %d Months of Content,Transfer Last %d Months of Content,Transfer Last %d Months of Content,
P2P_TARGET_TRANSFER_TIMELAPSE_YEAR_FORMAT,Picker message to choose 1 year of content to transfer,Transfer %d year of Content,Transfer %d year of Content,Transfer %d year of Content,Transfer %d year of Content,
P2P_POWER_SOURCE,Label to connect to a power source,Connect your devices to a power source as needed.,Connect your devices to a power source as needed.,Connect your devices to a power source as needed.,Connect your devices to a power source as needed.,
P2P_TARGET_TRANSFER_NO_TIME,Target label unselected content,(%@)    ,(%@)    ,(%@)    ,(%@)    ,
P2P_CONTENT_TRANSFER_LABEL,label for To or From screen,Content Transfer,Content Transfer,Content Transfer,Content Transfer,
P2P_TARGET_SIZE_EXCEEDS_NETWORK_LIMIT_FORMAT,Label when size exceeds whitelist limit,Content being transferred exceeds the %dGB data limit. Please reduce the content selection and try again.,Content being transferred exceeds the %dGB data limit. Please reduce the content selection and try again.,Content being transferred exceeds the %dGB data limit. Please reduce the content selection and try again.,Content being transferred exceeds the %dGB data limit. Please reduce the content selection and try again.,
P2P_TARGET_SIZE_EXCEEDS_DEVICE_LIMIT,Label when size exceeds device limit,Content being transferred exceeds the storage limit on this device. Please reduce the content selection and try again.,Content being transferred exceeds the storage limit on this device. Please reduce the content selection and try again.,Content being transferred exceeds the storage limit on this device. Please reduce the content selection and try again.,Content being transferred exceeds the storage limit on this device. Please reduce the content selection and try again.,
MCT_INVALID_CELL_NETWORK_TITLE,Invalid cell network title,Network Error,Network Error,Network Error,Network Error,
MCT_INVALID_CELL_NETWORK_MESSAGE,Invalid cell network message,"We are unable to verify that you are an customer, please ensure your device is connected to the network.","We are unable to verify that you are an customer, please ensure your device is connected to the network.","We are unable to verify that you are an customer, please ensure your device is connected to the network.","We are unable to verify that you are an customer, please ensure your device is connected to the network.",
P2P_WIFI_SSID_CHECK,Alert view text if wifi ssid is diffrent on source and target,This phone is connected to the Wifi %@ but the other phone is connected to the wifi %@. Please go to Settings > Wi-Fi and connect both phones to the Wifi %@.,This phone is connected to the Wifi %@ but the other phone is connected to the wifi %@. Please go to Settings > Wi-Fi and connect both phones to the Wifi %@.,This phone is connected to the Wifi %@ but the other phone is connected to the wifi %@. Please go to Settings > Wi-Fi and connect both phones to the Wifi %@.,This phone is connected to the Wifi %@ but the other phone is connected to the wifi %@. Please go to Settings > Wi-Fi and connect both phones to the Wifi %@.,
P2P_QRCODE_VERSION_CHECK_TITLE,Title for Alert view if QRCode version is different from source,QRCode Error,QRCode Error,QRCode Error,QRCode Error,
P2P_QRCODE_VERSION_CHECK_MSG,Message for Alert view if QRCode version is different from source,"The QRCode on this phone is not compatible with the QRCode on your other phone, please insure that you've installed compatible versions of the application","The QRCode on this phone is not compatible with the QRCode on your other phone, please insure that you've installed compatible versions of the application","The QRCode on this phone is not compatible with the QRCode on your other phone, please insure that you've installed compatible versions of the application","The QRCode on this phone is not compatible with the QRCode on your other phone, please insure that you've installed compatible versions of the application",
P2P_INVALID_BARCODE_TITLE,Title for Alert view if QRCode scanned is not a valid MCT QRCode,Invalid QRCode,Invalid QRCode,Invalid QRCode,Invalid QRCode,
P2P_INVALID_BARCODE_MESSAGE,Message for Alert view if QRCode scanned is not a valid MCT QRCode,You have scanned an invalid QRCode.  Please scan a QRCode from a source phone,You have scanned an invalid QRCode.  Please scan a QRCode from a source phone,You have scanned an invalid QRCode.  Please scan a QRCode from a source phone,You have scanned an invalid QRCode.  Please scan a QRCode from a source phone,
P2P_SOURCE_TARGET_DIED,Message for AlertView if Client died,The target phone seems to be inactive. Do you want to go back to the QRCode screen and try reconnection?,The target phone seems to be inactive. Do you want to go back to the QRCode screen and try reconnection?,The target phone seems to be inactive. Do you want to go back to the QRCode screen and try reconnection?,The target phone seems to be inactive. Do you want to go back to the QRCode screen and try reconnection?,
P2P_TARGET_TRANSFER_LABEL_HOUR,hour label,hr,hr,hr,hr,
P2P_TARGET_ESTIMATED_TRANSFER_TIME_STR,Label for estimated transfer time,Estimated time to transfer: %@,Estimated time to transfer: %@,Estimated time to transfer: %@,Estimated time to transfer: %@,
P2P_TARGET_CANCEL_TRANSFER_SUMMARY,Title in nav bar when transfer is cancelled,Canceled Transfer Summary,Canceled Transfer Summary,Canceled Transfer Summary,Canceled Transfer Summary,
CLOUD_SHARE_EDIT_SHARE_HEADER_LABEL,Header label of the share-edit view,"To create a list of recipients, type a contact name, mobile number, or email address below.","To create a list of recipients, type a contact name, mobile number, or email address below.","To create a list of recipients, type a contact name, mobile number, or email address below.","To create a list of recipients, type a contact name, mobile number, or email address below.",
CLOUD_SHARE_ADD_RECIPIENT_TEXTFIELD_PLACEHOLDER_TEXT,Placeholder text for the add recipient textfield of the share-edit view,Add Recipient...,Add Recipient...,Add Recipient...,Add Recipient...,
CLOUD_SHARE_ADD_ADDITIONAL_FILES_LABEL,'Add Additional Files' label on the share creation view,Add Additional Files,Add Additional Files,Add Additional Files,Add Additional Files,
CLOUD_SHARE_ADD_MESSAGE_LABEL,'Add Message' label on the share creation view,Add Message (Optional)...,Add Message (Optional)...,Add Message (Optional)...,Add Message (Optional)...,
CLOUD_SHARE_SELECT_CONTACT_METHOD_ACTION_SHEET_TITLE,Title of action sheet displayed when asking the user has to select a contact method for a share recipient,Select a contact method for %@...,Select a contact method for %@...,Select a contact method for %@...,Select a contact method for %@...,
CLOUD_SHARE_SELECT_CONTACT_METHOD_RECIPIENT_HAS_NO_NAME_ACTION_SHEET_TITLE,Title of action sheet displayed when asking the user to select a contact method for a share recipient that does not have a name,Select a contact method...,Select a contact method...,Select a contact method...,Select a contact method...,
CLOUD_SHARE_EDIT_SHARE_DEFAULT_TITLE,Title of the share editing screen,Manage Share,Manage Share,Manage Share,Manage Share,
CLOUD_SHARE_CANNOT_SHARE_OTG_PLAYLIST,Message of the alert displayed when trying to share the On-The-Go playlist as a playlist,The On-The-Go playlist cannot be shared since it is a local playlist. Please share it's contents.,The On-The-Go playlist cannot be shared since it is a local playlist. Please share it's contents.,The On-The-Go playlist cannot be shared since it is a local playlist. Please share it's contents.,The On-The-Go playlist cannot be shared since it is a local playlist. Please share it's contents.,
CLOUD_SHARE_PUBLIC_LINK_GENERATION_MESSAGE,Share link generation wait message,Creating social sharing link.,Creating social sharing link.,Creating social sharing link.,Creating social sharing link.,
CLOUD_SHARE_PUBLIC_LINK_GENERATION_FAIL_ALERT_TITLE,Share link generation failure title,Social link failed,Social link failed,Social link failed,Social link failed,
CLOUD_SHARE_PUBLIC_LINK_GENERATION_FAIL_ALERT_MESSAGE,Share link generation failure message,Couldn't create the social sharing link. Please try again later.,Couldn't create the social sharing link. Please try again later.,Couldn't create the social sharing link. Please try again later.,Couldn't create the social sharing link. Please try again later.,
CLOUD_SHARE_SHARED_WITH_PREVIOUSLY_LABEL,'Shared with previously' label on the share editing view,Shared With Previously,Shared With Previously,Shared With Previously,Shared With Previously,
CLOUD_SHARE_MEMBER_VIEWED_SHARE_LABEL,'Viewed' label on the share editing view,Viewed,Viewed,Viewed,Viewed,
CLOUD_SHARE_UPDATING_SHARE_TOAST_MESSAGE,Toast message displayed when updating the share,"Updating share, please wait...","Updating share, please wait...","Updating share, please wait...","Updating share, please wait...",
CLOUD_SHARE_REMOVE_USER_ALERT_TITLE,Title of alert shown when the sharer removes a recipient,Unshare,Unshare,Unshare,Unshare,
CLOUD_SHARE_REMOVE_USER_ALERT_MESSAGE,Message of alert shown when the sharer removes a recipient,Are you sure you want to remove %@ from the share?,Are you sure you want to remove %@ from the share?,Are you sure you want to remove %@ from the share?,Are you sure you want to remove %@ from the share?,
CLOUD_SHARE_CREATING_SHARE_TOAST_MESSAGE,Toast message displayed when creating a cloud share,"Creating share, please wait...","Creating share, please wait...","Creating share, please wait...","Creating share, please wait...",
CLOUD_SHARE_MUSIC_IS_NOT_SHAREABLE,Message of alert shown when the user tries to share music if music sharing is disabled,Music cannot be shared. Please reselect the items to be shared.,Music cannot be shared. Please reselect the items to be shared.,Music cannot be shared. Please reselect the items to be shared.,Music cannot be shared. Please reselect the items to be shared.,
CLOUD_SHARE_COPYRIGHTED_CONTENT_IS_NOT_SHAREABLE,Message of alert shown when the user tries to share copyrighted content,Copyrighted content cannot be shared. Please reselect the items to be shared.,Copyrighted content cannot be shared. Please reselect the items to be shared.,Copyrighted content cannot be shared. Please reselect the items to be shared.,Copyrighted content cannot be shared. Please reselect the items to be shared.,
CLOUD_SHARE_SELECTED_ITEMS_NOT_SHAREABLE,Genric message of alert shown when the user tries to share non-shareable items,The selected items cannot be shared. Please reselect the items to be shared.,The selected items cannot be shared. Please reselect the items to be shared.,The selected items cannot be shared. Please reselect the items to be shared.,The selected items cannot be shared. Please reselect the items to be shared.,
CLOUD_SHARE_PLEASE_WAIT_WHILE_REFRESHING_SHARE_ALERT_MESSAGE,Message displayed by the alert shown when the user attempts to use a share while the share is being refreshed from the server.,Please wait while refreshing the share...,,,,
,,,,,,
ACCOUNT_SWITCH_RESET_MESSAGE,Alert Message: Account Being Switched Reset,It looks like your account credentials have changed. \nWould you like to reset the application and sign in with new credentials?,It looks like your account credentials have changed. \nWould you like to reset the application and sign in with new credentials?,It looks like your account credentials have changed. \nWould you like to reset the application and sign in with new credentials?,It looks like your account credentials have changed. \nWould you like to reset the application and sign in with new credentials?,
ALBUM_LABEL_FILTER_BY_PHOTOS,"Album: Label, 'Photos Only'",Photos Only,Photos Only,Photos Only,Photos Only,
ALBUM_LABEL_FILTER_BY_VIDEOS,"Album: Label, 'Videos Only'",Videos Only,Videos Only,Videos Only,Videos Only,
ALBUM_LABEL_FILTER_BY_ALL,"Album: Label, 'Photos & Videos'",Photos & Videos,Photos & Videos,Photos & Videos,Photos & Videos,
DOWNLOAD_NO_FILES_IN_ALBUM,Download alert message - no files in selected album,No files were found in the selected album.,No files were found in the selected album.,No files were found in the selected album.,No files were found in the selected album.,
GENERIC_LABEL_STORAGE_ZERO_BYTES_PER_SEC,Zero Bytes per Second,0 B/s,0 B/s,0 B/s,0 B/s,
GENERIC_TBD,Generic TBD,TBD,TBD,TBD,TBD,
MCT_VERSION_ABBREVIATION,Abbreviation before the version number,v,v,v,v,
MCT_COPYRIGHT_SYMBOL,copyright symbol ©,©,©,©,©,
MCT_FROM_UNDERLINED,from text to be underlined,from,from,from,from,
MCT_TO_UNDERLINED,to text to be underlined,to,to,to,to,
P2P_TARGET_WELCOME_BACK_HEADER_LABEL,Welcome back header label,WELCOME BACK!\n,WELCOME BACK!\n,WELCOME BACK!\n,WELCOME BACK!\n,
P2P_SELECT_PAIRING_METHOD,Text for select pairing method dialog,Select Pairing Method,Select Pairing Method,Select Pairing Method,Select Pairing Method,
P2P_SELECT_PAIRING_METHOD_QRCODE_TEXT,Text for QRCode,QRCode,QRCode,QRCode,QRCode,
P2P_SELECT_PAIRING_METHOD_SELECT_SOURCE_TEXT,Text for Select Source,Select Source,Select Source,Select Source,Select Source,
P2P_SELECT_PAIRING_METHOD_SELECT_MANUAL_ENTRY,Text for Manual Entry,Manual Entry,Manual Entry,Manual Entry,Manual Entry,
P2P_TRANSFERRABLE_CONTENT_HEADER_TEXT,Text for header on content selection screen,Transferrable Content,Transferrable Content,Transferrable Content,Transferrable Content,
P2P_TARGET_PAIR_SCAN_TIME_LABEL,Pair with Source scan time text,"secs remaining, please wait...","secs remaining, please wait...","secs remaining, please wait...","secs remaining, please wait...",
P2P_SOURCE_TRANSFER_INCOMPLETE_NO_WIFI,Source notification for no wifi,Transfer Incomplete. No Wi-FI Connection.,Transfer Incomplete. No Wi-FI Connection.,Transfer Incomplete. No Wi-FI Connection.,Transfer Incomplete. No Wi-FI Connection.,
P2P_SOURCE_DATA_CLASS_NAME_PHOTOS,Class name for source transfer notification for photos,Photos,Photos,Photos,Photos,
P2P_SOURCE_DATA_CLASS_NAME_CONTACTS,Class name for source transfer notification for contacts,Contacts,Contacts,Contacts,Contacts,
P2P_SOURCE_DATA_CLASS_NAME_VIDEOS,Class name for source transfer notification for videos,Videos,Videos,Videos,Videos,
P2P_SOURCE_TRANSFERRING_TEXT,Text transferring for source transfer notification,Transferring,Transferring,Transferring,Transferring,
P2P_SOURCE_REMAINING_TEXT,Text remaining for source and target transfer notification,remaining,remaining,remaining,remaining,
P2P_SOURCE_SECOND_TEXT,Text second for source and target transfer notification,second,second,second,second,
P2P_SOURCE_SECONDS_TEXT,Text seconds for source and target transfer notification,seconds,seconds,seconds,seconds,
P2P_SOURCE_MINUTE_TEXT,Text minute for source and target transfer notification,minute,minute,minute,minute,
P2P_SOURCE_MINUTES_TEXT,Text minutes for source and target transfer notification,minutes,minutes,minutes,minutes,
P2P_SOURCE_HOUR_TEXT,Text hour for source and target transfer notification,hour,hour,hour,hour,
P2P_SOURCE_HOURS_TEXT,Text hours for source and target transfer notification,hours,hours,hours,hours,
P2P_SOURCE_LESS_THAN_MINUTE_TEXT,Text less than a minute for transfer label,<1 minute,<1 minute,<1 minute,<1 minute,
P2P_SOURCE_STARTING_TRANSFER_TEXT,Text Starting Transfer... for source transfer notification,Starting transfer...,Starting transfer...,Starting transfer...,Starting transfer...,
P2P_SCANNING_CONTACTS_LABEL,Scanning Contacts... label,Scanning Contacts.....,Scanning Contacts.....,Scanning Contacts.....,Scanning Contacts.....,
P2P_SCANNING_PHOTOS_LABEL,Scanning Photos... label,Scanning Photos.....,Scanning Photos.....,Scanning Photos.....,Scanning Photos.....,
P2P_AVAILABLE_TO_TRANSFER,Available to transfer label,Available to transfer:,Available to transfer:,Available to transfer:,Available to transfer:,
P2P_WIFI_CONNECTION_REQUIRED,WiFi Connection Required label,(Wi-Fi connection required),(Wi-Fi connection required),(Wi-Fi connection required),(Wi-Fi connection required),
P2P_ASSETS_TOTAL_SIZE,"assets, total size label","assets, total size","assets, total size","assets, total size","assets, total size",
P2P_SECONDS_SHORT_ABBREVIATION,seconds abbreviation,s,s,s,s,
P2P_TARGET_ERROR_RETREIVING_DATA,Message if error retrieveing data on source,Error retrieving data,Error retrieving data,Error retrieving data,Error retrieving data,
P2P_SOURCE_TRANSFER_CANCELLED_QUESTION,Question for transfer cancel alert view,Are you sure you want to cancel the transfer? You will have to restart applications.,Are you sure you want to cancel the transfer? You will have to restart applications.,Are you sure you want to cancel the transfer? You will have to restart applications.,Are you sure you want to cancel the transfer? You will have to restart applications.,
P2P_SOURCE_BLACKLISTED_VIDEOS_TITLE,Title for blacklisted alert view,Information,Information,Information,Information,
P2P_SOURCE_BLACKLISTED_VIDEOS_MSG,Message for blacklisted alert view,Cloud app is unable to transfer %d/%d videos because this content is protected,Cloud app is unable to transfer %d/%d videos because this content is protected,Cloud app is unable to transfer %d/%d videos because this content is protected,Cloud app is unable to transfer %d/%d videos because this content is protected,
P2P_SPEED_TEST_NOTIFICATION_LABEL,Text for speed test notification label,Testing Connection Bandwidth...,Testing Connection Bandwidth...,Testing Connection Bandwidth...,Testing Connection Bandwidth...,
P2P_BACKUP_SETTING_SELECTION_HEADER,Header for P2PBackupSettingsViewController,Select which content you want to transfer from your other device.,Select which content you want to transfer from your other device.,Select which content you want to transfer from your other device.,Select which content you want to transfer from your other device.,
P2P_CONNECT_WITH_ACCESS_CODE_HUD_MESSAGE,Hud message for P2PTargetModeConnectWithAccessCodeViewController,Verifying Access Code,Verifying Access Code,Verifying Access Code,Verifying Access Code,
P2P_PIN_ERROR_ALERT_TITLE,Title for Pin error alert in P2PTargetModeConnectWithAccessCodeViewController,Invalid Access Code,Invalid Access Code,Invalid Access Code,Invalid Access Code,
P2P_PIN_ERROR_ALERT_MESSAGE,Message for Pin error alert in P2PTargetModeConnectWithAccessCodeViewController,The Access Code you entered is incorrect.  Please try again.,The Access Code you entered is incorrect.  Please try again.,The Access Code you entered is incorrect.  Please try again.,The Access Code you entered is incorrect.  Please try again.,
P2P_PIN_GENERATE_ERROR_ALERT_TITLE,Title for Pin Generate error alert in P2PTargetModeConnectWithAccessCodeViewController,Error,Error,Error,Error,
P2P_PIN_GENERATE_ERROR_ALERT_MESSAGE,Message for Pin Generate error alert in P2PTargetModeConnectWithAccessCodeViewController,There was a problem generating an Access Code.,There was a problem generating an Access Code.,There was a problem generating an Access Code.,There was a problem generating an Access Code.,
P2P_PIN_GENERATE_ERROR_TRY_AGAIN_BUTTON,Try Again Button for Pin Generate error alert in P2PTargetModeConnectWithAccessCodeViewController,Try Again,Try Again,Try Again,Try Again,
P2P_PIN_REQUEST_HUD_MESSAGE,HUD message requesting access code in P2PTargetModeConnectWithAccessCodeViewController,Requesting Access Code,Requesting Access Code,Requesting Access Code,Requesting Access Code,
P2P_TARGET_ERROR_DETAIL_VIEW_DOWNLOAD_ERROR,Download Error message in header in P2PTargetModeErrorDetailViewController,Download Failures,Download Failures,Download Failures,Download Failures,
P2P_TARGET_ERROR_DETAIL_VIEW_STORAGE_ERROR,Storage Error message in header in P2PTargetModeErrorDetailViewController,Storage Failures,Storage Failures,Storage Failures,Storage Failures,
P2P_TARGET_ERROR_DETAIL_VIEW_DOWNLOAD_SUCCESS,Download success message in cell in P2PTargetModeErrorDetailViewController,No download failures.,No download failures.,No download failures.,No download failures.,
P2P_TARGET_ERROR_DETAIL_VIEW_STORAGE_SUCCESS,Storage success message in cell in P2PTargetModeErrorDetailViewController,No storage failures.,No storage failures.,No storage failures.,No storage failures.,
P2P_TARGET_ERROR_DETAIL_VIEW_TRANSFER_ERROR,Files failed to transfer Error message in footer in P2PTargetModeErrorDetailViewController,The above files failed to transfer from the source device.,The above files failed to transfer from the source device.,The above files failed to transfer from the source device.,The above files failed to transfer from the source device.,
P2P_TARGET_ERROR_DETAIL_VIEW_COMPATIBLE_ERROR,Files not compatible Error message in footer in P2PTargetModeErrorDetailViewController,The above files are not compatible with the device Camera Roll.,The above files are not compatible with the device Camera Roll.,The above files are not compatible with the device Camera Roll.,The above files are not compatible with the device Camera Roll.,
P2P_TARGET_TRANSFER_CONTENT_OLDPHONE_TITLE,Title for transferring from your old phone row,Transferring from your old phone,Transferring from your old phone,Transferring from your old phone,Transferring from your old phone,
P2P_TARGET_TRANSFER_SUMMARY_TEXT,Target:text for transfer summary screen,Transfer Summary,Transfer Summary,Transfer Summary,Transfer Summary,
P2P_TARGET_END_OF_FLOW_ALERT_TITLE,End of flow alert title,Transfer Complete!,Transfer Complete!,Transfer Complete!,Transfer Complete!,Transfer Complete!
P2P_TARGET_END_OF_FLOW_ALERT_MESSAGE,End of flow alert message,You have successfully transferred your content to your new device!,You have successfully transferred your content to your new device!,You have successfully transferred your content to your new device!,You have successfully transferred your content to your new device!,
P2P_TARGET_END_OF_FLOW_ALERT_LEFT_BUTTON_TITLE,End of flow alertview left button title,Start Over,Start Over,Start Over,Start Over,
MCT_IN_PROGRESS_HEADER,Nav Bar Header for Transfer in Progress,Transfer in Progress,Transfer in Progress,Transfer in Progress,Transfer in Progress,
CLOUD_SHARE_SOCIAL_BRANDING,Branding message when sending social share.,\nShared with Personal Cloud,\nShared with Personal Cloud,\nShared with Personal Cloud,\nShared with Personal Cloud,
GENERIC_SORT_OPTION_ALPHABETICALLY_A_Z,Option to sort alphabetically (A-Z),Alphabetically (A-Z),Alphabetically (A-Z),Alphabetically (A-Z),Alphabetically (A-Z),
GENERIC_SORT_OPTION_ALPHABETICALLY_Z_A,Option to sort alphabetically (Z-A),Alphabetically (Z-A),Alphabetically (Z-A),Alphabetically (Z-A),Alphabetically (Z-A),
GENERIC_SORT_OPTION_UNSORTED,Option to leave the list unsorted,Leave unsorted,Leave unsorted,Leave unsorted,Leave unsorted,
MUSIC_LABEL_NO_SEARCH_RESULTS,Music: No search results returned from query.,We were unable to find anything that matched your search query.,We were unable to find anything that matched your search query.,We were unable to find anything that matched your search query.,We were unable to find anything that matched your search query.,
MUSIC_MESSAGE_INVALID_PLAYLIST_NAME_TEXT,Alert message - invalid characters in playlist,"Playlist name cannot contain the following characters: * ? | : ; , ! @ # $ ( ) < > / \\ or emoji",,,,
ALBUM_MESSAGE_INVALID_PLAYLIST_NAME_TEXT,Alert message - invalid characters in album,"Album name can't contain these characters: * ? | : ; , ! @ # $ ( ) < > / \\",,,,
REMOTE_NOTIFICATION_SYNC_SERVER_ALERT_NOTIFICATION,Message displayed by the native alert shown when the device receives a notification to start a synchronization.,"You have received a push notification from distant application, would you like to launch a sync ?","You have received a push notification from distant application, would you like to launch a sync ?","You have received a push notification from distant application, would you like to launch a sync ?","You have received a push notification from distant application, would you like to launch a sync ?",
REMOTE_NOTIFICATION_SYNC_ACTION_KEY,Action displayed by the native alert shown when the device receives a notification to start a synchronization.,Yes,Yes,Yes,Yes,
SETTINGS_BACKGROUND_UPLOAD_CELL_LABEL,Label of the Background Upload table cell in Settings.,Enabled,,,,
SETTINGS_AUTO_UPLOAD_CELL_LABEL,Label of the Auto Uploads table cell in Settings.,Auto Backup,Auto Backup,Auto Backup,Auto Backup,
P2P_NEXT_BUTTON_TITLE,Title for right navigation button in mct.,Next,,,,
MANDATORY_UPDATE_SCREEN_TITLE,Title of VIEW that informs the user that the app MUST be upgraded,Update Required,,,,
MANDATORY_UPDATE_SCREEN_INFO,Message of VIEW that informs the user that the app MUST be upgraded," ""A new version of Personal Cloud is available""",,,,
MANDATORY_UPDATE_SCREEN_EXTRA_INFO,Title of LABEL that gives extra info,"To continue to backups, you need to update to the new version",,,,
MANDATORY_UPDATE_SCREEN_UPGRADE_BUTTON_TITLE,Title of UPGRADE button that takes the user to the App Store when the app MUST be upgraded,Upgrade,,,,
,,,,,,
SETTINGS_AUTO_UPLOAD_SECTION_FOOTER,Footer of the Auto Uploads table section header in Settings.,Automatically back up your content in the background,Automatically back up your content in the background,Automatically back up your content in the background,Automatically back up your content in the background,
,,,,,,
GENERIC_MESSAGE_THERE_IS_CONTENT_READY_TO_BE_BACKED_UP,Generic: Notification text 'There is content ready to be backed up',There is content ready to be backed up,There is content ready to be backed up,There is content ready to be backed up,There is content ready to be backed up,
,,,,,,
P2P_TARGET_APP_RECOMMENDATION_HEADER_TITLE," ""Target: App recommendation  Header Title"""," ""Would you like to download %@ recommended apps?""",,,,
P2P_TARGET_APP_RECOMMENDATION_HEADER_SUB_TITLE," ""Target: App recommendation  Header Sub Title"""," ""Don’t worry"," the selection won’t interrupt the transfer. You can download these apps from App Store after the transfer is complete.""",,,
P2P_TARGET_APP_RECOMMENDATION_HUD_MESSAGE," ""Target: App recommendation Thanks Message"""," ""Thanks for choosing %@ app recommendations!\n\n You can download the apps after the transfer is complete.""",,,,
P2P_TARGET_APP_RECOMMENDATION_NOTIFICATION_MESSAGE," ""Target: App recommendation Notification Message"""," ""Download Recommended App\nPress here to download %@"";",,,,
P2P_TARGET_APP_RECOMMENDATION_DOWNLOAD_TITLE," ""Target: App recommendation Download Recommended Button Title"""," ""Finish & Download""",,,,
,,,,,,
MCT_LOCALISED_LEGAL_URL," ""Localised legal URL"""," """"",,,,
MCT_LOCALISED_STATIC_LEGAL," ""Localised legal html"""," ""MCTlegalNotices""",,,,
,,,,,,
MCT_LOCALISED_TERMS_URL," ""Localised terms URL"""," """"",,,,
MCT_LOCALISED_STATIC_TERMS," ""Localised privacy html""",MCTtermsAndConditions,,,,
,,,,,,
MCT_LOCALISED_PRIVACY_URL," ""Localised privacy URL"""," """"",,,,
MCT_LOCALISED_STATIC_PRIVACY," ""Localised privacy html"""," ""MCTprivacyPolicy""",,,,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_TABLE_VIEW_HEADER_LABEL,Label at the top of the 'Report Abuse' screen,REASON FOR REPORT,REASON FOR REPORT,REASON FOR REPORT,REASON FOR REPORT,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_OTHER_TEXT_PLACEHOLDER,Placeholder text for the 'Other' textField on the 'Report Abuse' screen,Enter the reason,Enter the reason,Enter the reason,Enter the reason,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_MESSAGE_LABEL,'Message' label on the 'Report Abuse' screen,Comments,Comments,Comments,Comments,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_MESSAGE_PLACEHOLDER,Placeholder text for the 'Message' textView on the 'Report Abuse' screen,,,,,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_OPTION_SPAM,Cloud Share report abuse option 'Spam',Spam,Spam,Spam,Spam,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_OPTION_COPYRIGHT_INFRINGEMENT,Cloud Share report abuse option 'Copyright Infringement',Copyright Infringement,Copyright Infringement,Copyright Infringement,Copyright Infringement,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_OPTION_VIOLENT_CONTENT,Cloud Share report abuse option 'Violent Content',Violent Content,Violent Content,Violent Content,Violent Content,
,,,,,,
